mat_alu,nome,dat_entrada,cotista
1562,EUZI,2022-06-11,S
1563,RONILZA,2022-06-11,S
1564,IAMILI,2022-06-11,N
1565,SEDIMAR,2022-06-11,N
1566,WILLIAS,2022-06-11,S
1567,ESVALDINO,2022-06-11,N
1568,HERACLIO,2022-06-11,S
1569,RAELE,2022-06-11,S
1570,GEISSIANE,2022-06-11,S
1571,GIBISON,2022-06-11,N
1572,TIRZA,2022-06-11,N
1573,VITALINA,2022-06-11,S
1574,ELIZANE,2022-06-11,N
1575,PANMELA,2022-06-11,N
1576,ARGEL,2022-06-11,S
1577,EDIMEA,2022-06-11,N
1578,GILDECI,2022-06-11,N
1579,WELLITON,2022-06-11,S
1580,ROSIMAIRY,2022-06-11,S
1581,DIONETE,2022-06-11,N
1582,TENIA,2022-06-11,N
1583,OUGA,2022-06-11,S
1584,NILDE,2022-06-11,N
1585,HELLOANY,2022-06-11,N
1586,BRUNELLY,2022-06-11,S
1587,JANILDE,2022-06-11,N
1588,OZONIO,2022-06-11,N
1589,ELISUA,2022-06-11,S
1590,NAMUR,2022-06-11,S
1591,STELITA,2022-06-11,N
1592,PALMERINDA,2022-06-11,N
1593,CELIO,2022-06-11,S
1594,SIDCLEA,2022-06-11,N
1595,RONDON,2022-06-11,N
1596,DERIVANIA,2022-06-11,S
1597,ADAS,2022-06-11,N
1598,WESTER,2022-06-11,S
1599,VANUSSA,2022-06-11,S
1600,GEICIANO,2022-06-11,S
1601,EUSTAQUIO,2022-06-11,N
1602,SEDNA,2022-06-11,S
1603,HOFFMAN,2022-06-11,N
1604,SAMIR,2022-06-11,S
1605,IRANILDO,2022-06-11,S
1606,VEDA,2022-06-11,N
1607,GIUMARA,2022-06-11,N
1608,CRISTOVAM,2022-06-11,N
1609,BIRAJARA,2022-06-11,N
1610,DORACILENE,2022-06-11,N
1611,FRANCIELE,2022-06-11,S
1612,GENILSON,2022-06-11,S
1613,IDERLANI,2022-06-11,N
1614,ADRIENI,2022-06-11,N
1615,EMIRENA,2022-06-11,N
1616,GEOVANIL,2022-06-11,N
1617,SANTILINA,2022-06-11,S
1618,SALIS,2022-06-11,S
1619,WIVALDO,2022-06-11,S
1620,RONALEUDO,2022-06-11,S
1621,GENICLEIA,2022-06-11,S
1622,LORRAINY,2022-06-11,N
1623,DIORANDE,2022-06-11,S
1624,LUIZE,2022-06-11,S
1625,NAERTE,2022-06-11,S
1626,LUZELI,2022-06-11,S
1627,NELI,2022-06-11,N
1628,MICKAELLY,2022-06-11,N
1629,ADILCILENE,2022-06-11,S
1630,TAMILIS,2022-06-11,S
1631,JOCENIR,2022-06-11,N
1632,EVANDIR,2022-06-11,S
1633,WALDELINA,2022-06-11,S
1634,JOSELICI,2022-06-11,S
1635,LEURI,2022-06-11,N
1636,MANASSES,2022-06-11,N
1637,VALMIR,2022-06-11,S
1638,ROSALDINA,2022-06-11,S
1639,LIRACI,2022-06-11,S
1640,REGINARIO,2022-06-11,N
1641,DUILHO,2022-06-11,N
1642,DALVINA,2022-06-11,S
1643,NEMESIO,2022-06-11,S
1644,WILLER,2022-06-11,S
1645,SELMA,2022-06-11,N
1646,ELENILDO,2022-06-11,N
1647,GILSON,2022-06-11,S
1648,IANE,2022-06-11,N
1649,JOICINETE,2022-06-11,N
1650,ELIDEIA,2022-06-11,N
1651,ENIDIO,2022-06-11,N
1652,ELHO,2022-06-11,N
1653,KARITA,2022-06-11,S
1654,NAOKO,2022-06-11,S
1655,CELIDIO,2022-06-11,N
1656,RAELEN,2022-06-11,N
1657,SOLEANE,2022-06-11,N
1658,NOAH,2022-06-11,S
1659,WELLINGTON,2022-06-11,N
1660,WEIDY,2022-06-11,N
1661,WAGNES,2022-06-11,N
1662,VANDSON,2022-06-11,S
1663,JACELIO,2022-06-11,N
1664,WUEVERTON,2022-06-11,S
1665,DELSI,2022-06-11,N
1666,ELIOSMAR,2022-06-11,N
1667,LUZENIR,2022-06-11,S
1668,SAMAIRA,2022-06-11,S
1669,MAGDIELI,2022-06-11,N
1670,RAINE,2022-06-11,N
1671,DIRCEMA,2022-06-11,S
1672,CLEUSMAR,2022-06-11,N
1673,RAILANE,2022-06-11,S
1674,MERCILANE,2022-06-11,S
1675,ALANILDO,2022-06-11,N
1676,ANTOLINA,2022-06-11,N
1677,NEISE,2022-06-11,S
1678,ALINE,2022-06-11,S
1679,MICAELI,2022-06-11,S
1680,ALDRE,2022-06-11,S
1681,ERIQUESON,2022-06-11,S
1682,ESPERDITA,2022-06-11,N
1683,KATIE,2022-06-11,N
1684,ORESIO,2022-06-11,S
1685,VALDECE,2022-06-11,N
1686,VALCLEANE,2022-06-11,N
1687,ELISINEIA,2022-06-11,S
1688,DEUSDEDI,2022-06-11,N
1689,LARISA,2022-06-11,N
1690,RILVA,2022-06-11,S
1691,RAILENI,2022-06-11,N
1692,GIRLANE,2022-06-11,N
1693,NAUDIMAR,2022-06-11,S
1694,JONIS,2022-06-11,S
1695,HONORIO,2022-06-11,N
1696,ALLAN,2022-06-11,S
1697,RAIANI,2022-06-11,N
1698,LICELI,2022-06-11,S
1699,LIRA,2022-06-11,S
1700,VALTER,2022-06-11,N
1701,VALDINELI,2022-06-11,N
1702,ANECI,2022-06-11,N
1703,ADELICE,2022-06-11,S
1704,INALDI,2022-06-11,N
1705,ZETE,2022-06-11,S
1706,CLELCIANE,2022-06-11,S
1707,VALSIR,2022-06-11,N
1708,XIMENA,2022-06-11,S
1709,RUANA,2022-06-11,N
1710,JOSEMERI,2022-06-11,S
1711,GOTARDO,2022-06-11,N
1712,ODERALDO,2022-06-11,N
1713,MACILEIDE,2022-06-11,S
1714,AISHA,2022-06-11,S
1715,JANSER,2022-06-11,S
1716,ADILEIDE,2022-06-11,N
1717,PETRI,2022-06-11,N
1718,OROZINA,2022-06-11,S
1719,CAMILLE,2022-06-11,N
1720,CLAUDEILDO,2022-06-11,N
1721,LAVINIA,2022-06-11,S
1722,TIAGO,2022-06-11,N
1723,EMIKO,2022-06-11,N
1724,ERLAINE,2022-06-11,N
1725,SINALDO,2022-06-11,N
1726,KEREN,2022-06-11,S
1727,ROSELAND,2022-06-11,S
1728,EULER,2022-06-11,N
1729,ALTAIRO,2022-06-11,S
1730,WELLERSON,2022-06-11,S
1731,ANIRA,2022-06-11,N
1732,INACIL,2022-06-11,S
1733,SALETE,2022-06-11,S
1734,ANICANOR,2022-06-11,S
1735,ADEILDES,2022-06-11,S
1736,WARLEY,2022-06-11,S
1737,IZELITA,2022-06-11,S
1738,TUSNELDA,2022-06-11,S
1739,LANUCIO,2022-06-11,S
1740,ALDIVINO,2022-06-11,S
1741,VANESCA,2022-06-11,S
1742,ADJA,2022-06-11,S
1743,MILIANI,2022-06-11,S
1744,GEROLINO,2022-06-11,N
1745,ERLESSON,2022-06-11,S
1746,ANUNCIATA,2022-06-11,S
1747,ARLENILDA,2022-06-11,N
1748,ARIADNA,2022-06-11,N
1749,IZONI,2022-06-11,S
1750,ANDREINA,2022-06-11,S
1751,ADAIR,2022-06-11,S
1752,CAMILES,2022-06-11,S
1753,ODELINO,2022-06-11,N
1754,HERMANA,2022-06-11,N
1755,KALIANDRA,2022-06-11,N
1756,ELIVAN,2022-06-11,N
1757,ANILDA,2022-06-11,S
1758,GILDEMAR,2022-06-11,N
1759,TOSHIAKI,2022-06-11,S
1760,MELISA,2022-06-11,N
1761,HELLOA,2022-06-11,S
1762,ISLENE,2022-06-11,S
1763,TAYOMARA,2022-06-11,S
1764,VALDITA,2022-06-11,S
1765,ANDREZINA,2022-06-11,N
1766,JENINFER,2022-06-11,N
1767,DALVALINA,2022-06-11,S
1768,NORMELI,2022-06-11,N
1769,FELIBE,2022-06-11,S
1770,IDIENE,2022-06-11,N
1771,NIRACI,2022-06-11,N
1772,GISANE,2022-06-11,N
1773,GEISI,2022-06-11,S
1774,JULIVAN,2022-06-11,S
1775,ASSIRIA,2022-06-11,N
1776,DANUZI,2022-06-11,S
1777,AIRLENE,2022-06-11,N
1778,CLARICE,2022-06-11,N
1779,LOHAN,2022-06-11,N
1780,TELVAN,2022-06-11,N
1781,RHALDNEY,2022-06-11,S
1782,MASAKAZU,2022-06-11,N
1783,JOSELUCE,2022-06-11,S
1784,GERONIO,2022-06-11,N
1785,LODIVAL,2022-06-11,N
1786,SHILEY,2022-06-11,S
1787,CIRLAINE,2022-06-11,N
1788,ABEL,2022-06-11,N
1789,EGILSON,2022-06-11,S
1790,ROSNEI,2022-06-11,S
1791,NUZA,2022-06-11,S
1792,FRANCIELI,2022-06-11,N
1793,CLEISE,2022-06-11,N
1794,VALDEIRES,2022-06-11,N
1795,FAVERO,2022-06-11,N
1796,IACANA,2022-06-11,S
1797,SINESIA,2022-06-11,S
1798,ALDOMARIO,2022-06-11,N
1799,ANNELIESE,2022-06-11,S
1800,DIOZETE,2022-06-11,S
1801,MIGUEL,2022-06-11,N
1802,IVELISE,2022-06-11,S
1803,IVALDA,2022-06-11,N
1804,TARLEN,2022-06-11,N
1805,LIBERTINA,2022-06-11,N
1806,LAMIA,2022-06-11,S
1807,ALZINA,2022-06-11,N
1808,ANGILBERTO,2022-06-11,S
1809,AILA,2022-06-11,N
1810,SALIM,2022-06-11,S
1811,GIANFRANCO,2022-06-11,S
1812,LICINIO,2022-06-11,N
1813,WELINGTON,2022-06-11,N
1814,SIDI,2022-06-11,S
1815,WILANI,2022-06-11,S
1816,GEORGI,2022-06-11,S
1817,KENERSON,2022-06-11,N
1818,LUPERCINIO,2022-06-11,N
1819,HERTZ,2022-06-11,N
1820,ENEUZA,2022-06-11,S
1821,CARICIA,2022-06-11,S
1822,NELIANE,2022-06-11,S
1823,WOLNEY,2022-06-11,N
1824,RUDDY,2022-06-11,S
1825,GILDARIA,2022-06-11,S
1826,VAGNER,2022-06-11,S
1827,WESCLAY,2022-06-11,S
1828,CARMENIO,2022-06-11,S
1829,VADEMIR,2022-06-11,N
1830,ORLANDINO,2022-06-11,N
1831,REMI,2022-06-11,S
1832,FLORDINIZ,2022-06-11,N
1833,RADAMES,2022-06-11,N
1834,EUCLENES,2022-06-11,N
1835,CARLOSMAN,2022-06-11,N
1836,SUEDE,2022-06-11,N
1837,ARADI,2022-06-11,S
1838,DOVINA,2022-06-11,N
1839,NALINE,2022-06-11,N
1840,JAQUIANE,2022-06-11,S
1841,NERCILIO,2022-06-11,N
1842,LUCIMAGNO,2022-06-11,S
1843,KEVIN,2022-06-11,N
1844,RAIONE,2022-06-11,S
1845,CARLISE,2022-06-11,N
1846,TEUMA,2022-06-11,N
1847,ZENILCA,2022-06-11,N
1848,QUELE,2022-06-11,S
1849,ACLESIO,2022-06-11,N
1850,MIRELI,2022-06-11,N
1851,MACIVAN,2022-06-11,N
1852,IRISCLEIDE,2022-06-11,N
1853,JOSIMEIRI,2022-06-11,N
1854,TASIA,2022-06-11,S
1855,TELMO,2022-06-11,N
1856,SINESIA,2022-06-11,S
1857,GILDETH,2022-06-11,N
1858,FRANSUAR,2022-06-11,S
1859,ROMENILSON,2022-06-11,N
1860,ONORI,2022-06-11,N
1861,KEROLAINE,2022-06-11,N
1862,GILDEVANIA,2022-06-11,S
1863,BENINO,2022-06-11,S
1864,JESU,2022-06-11,S
1865,SIOMAR,2022-06-11,S
1866,OLIVERIO,2022-06-11,N
1867,NAIRAN,2022-06-11,S
1868,CONSTANCIO,2022-06-11,S
1869,INOCENCIA,2022-06-11,S
1870,MARLENIO,2022-06-11,S
1871,CHAIENE,2022-06-11,N
1872,TEREZINHA,2022-06-11,N
1873,ABRAHAM,2022-06-11,N
1874,EDNAURIA,2022-06-11,N
1875,LAUDENIO,2022-06-11,S
1876,ORALINA,2022-06-11,N
1877,MAXSANDRO,2022-06-11,S
1878,SUED,2022-06-11,N
1879,ANAIR,2022-06-11,N
1880,ELIAS,2022-06-11,N
1881,DORIELISON,2022-06-11,S
1882,ELUZABETE,2022-06-11,N
1883,SAID,2022-06-11,N
1884,STEFAN,2022-06-11,N
1885,VALMIR,2022-06-11,S
1886,LURIANE,2022-06-11,N
1887,HILDEGAR,2022-06-11,S
1888,ARTENILDO,2022-06-11,S
1889,WATISON,2022-06-11,N
1890,VEIMAR,2022-06-11,N
1891,ANACLEUDE,2022-06-11,S
1892,LEANDRA,2022-06-11,N
1893,ACEDIR,2022-06-11,S
1894,DICE,2022-06-11,S
1895,MIKAELLEN,2022-06-11,S
1896,NETALI,2022-06-11,S
1897,ADONICE,2022-06-11,S
1898,HANDEL,2022-06-11,N
1899,ALDEVANI,2022-06-11,S
1900,CIRILA,2022-06-11,N
1901,FRANKLIN,2022-06-11,N
1902,ORIVAL,2022-06-11,N
1903,THAYLLON,2022-06-11,N
1904,ELSON,2022-06-11,N
1905,IBSON,2022-06-11,S
1906,JACIONETE,2022-06-11,N
1907,GLESSON,2022-06-11,N
1908,DINALMIR,2022-06-11,N
1909,GENA,2022-06-11,N
1910,GILANI,2022-06-11,S
1911,ALICE,2022-06-11,S
1912,DOMINGOS,2022-06-11,S
1913,JOAMES,2022-06-11,S
1914,EGNA,2022-06-11,S
1915,ELZILENI,2022-06-11,N
1916,POLICENA,2022-06-11,N
1917,GENI,2022-06-11,S
1918,LAISLA,2022-06-11,N
1919,NILDO,2022-06-11,N
1920,GUDRUN,2022-06-11,N
1921,IVANILZA,2022-06-11,S
1922,RAICK,2022-06-11,N
1923,TAMER,2022-06-11,S
1924,CLEICIENE,2022-06-11,N
1925,CLEIDE,2022-06-11,N
1926,SUEDNEY,2022-06-11,N
1927,JOSEANA,2022-06-11,N
1928,CISA,2022-06-11,S
1929,ELETA,2022-06-11,S
1930,EDVANISE,2022-06-11,S
1931,AURICELIO,2022-06-11,S
1932,KADILA,2022-06-11,S
1933,GILVANE,2022-06-11,N
1934,VALDILEIA,2022-06-11,N
1935,NEFERTITE,2022-06-11,N
1936,NILDO,2022-06-11,S
1937,ALESSANDRA,2022-06-11,S
1938,BLENDO,2022-06-11,S
1939,INGRITI,2022-06-11,S
1940,CECILIA,2022-06-11,S
1941,LOIANE,2022-06-11,N
1942,EVILLA,2022-06-11,S
1943,ABDON,2022-06-11,S
1944,WALAX,2022-06-11,N
1945,SEBESTIAO,2022-06-11,N
1946,ISSAMI,2022-06-11,S
1947,MARCONILDO,2022-06-11,S
1948,DAILA,2022-06-11,N
1949,OLVIDE,2022-06-11,N
1950,NARRIMAN,2022-06-11,S
1951,JANDILMA,2022-06-11,N
1952,NEUZANI,2022-06-11,N
1953,ELZIENE,2022-06-11,S
1954,SALETI,2022-06-11,S
1955,GIVANA,2022-06-11,N
1956,ELEN,2022-06-11,N
1957,GIORDANI,2022-06-11,S
1958,NACISA,2022-06-11,S
1959,BETINA,2022-06-11,N
1960,CHRISTINO,2022-06-11,N
1961,REMILDO,2022-06-11,S
1962,IRAPOA,2022-06-11,N
1963,GILDEVANIA,2022-06-11,S
1964,JUCIELEN,2022-06-11,N
1965,RAMALHO,2022-06-11,S
1966,ALLAN,2022-06-11,N
1967,ROSALIN,2022-06-11,N
1968,GEISIEL,2022-06-11,S
1969,ALCINDA,2022-06-11,N
1970,ZENAURA,2022-06-11,S
1971,TIAGO,2022-06-11,N
1972,SARON,2022-06-11,N
1973,EDICLEUMA,2022-06-11,S
1974,ALBENIDES,2022-06-11,S
1975,ALZEMIR,2022-06-11,S
1976,EDCASSIA,2022-06-11,N
1977,NILVANI,2022-06-11,N
1978,JACIANE,2022-06-11,N
1979,DEUSIETE,2022-06-11,S
1980,ISOLINDA,2022-06-11,N
1981,NOAH,2022-06-11,S
1982,GILMAR,2022-06-11,S
1983,ELLEN,2022-06-11,S
1984,ANGEVALDO,2022-06-11,S
1985,DIOLANDO,2022-06-11,N
1986,ANEZA,2022-06-11,N
1987,IGINIA,2022-06-11,N
1988,RAFI,2022-06-11,N
1989,NOELLE,2022-06-11,S
1990,NAZIR,2022-06-11,S
1991,LEDINA,2022-06-11,N
1992,OSMAR,2022-06-11,S
1993,JAUANA,2022-06-11,S
1994,HORACIO,2022-06-11,S
1995,ANAPAULA,2022-06-11,S
1996,URCULA,2022-06-11,N
1997,AUSTO,2022-06-11,N
1998,TAFAREL,2022-06-11,S
1999,TACILDO,2022-06-11,N
2000,WERICLES,2022-06-11,N
2001,ROSINELSON,2022-06-11,S
2002,MAXUEL,2022-06-11,S
2003,DELTA,2022-06-11,N
2004,ODIL,2022-06-11,N
2005,LUZIO,2022-06-11,S
2006,STEFANIA,2022-06-11,S
2007,DERCILA,2022-06-11,N
2008,ETEMILSON,2022-06-11,S
2009,EVELEN,2022-06-11,N
2010,TERIVALDO,2022-06-11,N
2011,SIMON,2022-06-11,S
2012,EROSILDA,2022-06-11,N
2013,CINAIR,2022-06-11,N
2014,RUSTON,2022-06-11,N
2015,LENI,2022-06-11,N
2016,DIONAS,2022-06-11,S
2017,GISLENE,2022-06-11,S
2018,RIDER,2022-06-11,S
2019,JOBERSON,2022-06-11,N
2020,REALDINA,2022-06-11,S
2021,DEJANIRO,2022-06-11,S
2022,ZAQUEL,2022-06-11,S
2023,ISIDORIO,2022-06-11,S
2024,ZOZIMA,2022-06-11,N
2025,OSMALINA,2022-06-11,N
2026,JUCILENE,2022-06-11,N
2027,GEAZI,2022-06-11,S
2028,GILDONEI,2022-06-11,S
2029,NEUCI,2022-06-11,N
2030,IDELBERTO,2022-06-11,N
2031,NAGEL,2022-06-11,S
2032,ELIZELMA,2022-06-11,N
2033,ZUNILDA,2022-06-11,S
2034,SAMUELL,2022-06-11,N
2035,VICENZZO,2022-06-11,N
2036,JOCELANIO,2022-06-11,N
2037,NOGA,2022-06-11,S
2038,NAGELI,2022-06-11,N
2039,LURDILENE,2022-06-11,S
2040,SARINA,2022-06-11,S
2041,ANAEL,2022-06-11,S
2042,LURIE,2022-06-11,S
2043,AMAZONITA,2022-06-11,N
2044,GILDENIR,2022-06-11,S
2045,LILIA,2022-06-11,N
2046,DIORLAN,2022-06-11,S
2047,EDILANEIDE,2022-06-11,S
2048,ROSIEIRE,2022-06-11,N
2049,RUGART,2022-06-11,N
2050,DOMAIR,2022-06-11,N
2051,SUNNY,2022-06-11,S
2052,GILVA,2022-06-11,S
2053,GENICLEI,2022-06-11,N
2054,DALINE,2022-06-11,S
2055,ADIRA,2022-06-11,N
2056,SERLON,2022-06-11,S
2057,DEVISSON,2022-06-11,N
2058,SILVANIS,2022-06-11,S
2059,KAKA,2022-06-11,S
2060,NOAMI,2022-06-11,N
2061,OZITO,2022-06-11,N
2062,DIOLINA,2022-06-11,S
2063,SILVANESSA,2022-06-11,N
2064,BELMIRO,2022-06-11,N
2065,LECIANA,2022-06-11,S
2066,RICELI,2022-06-11,S
2067,MICHELE,2022-06-11,S
2068,CHRISTOPHER,2022-06-11,S
2069,ALDIMAR,2022-06-11,N
2070,TALIA,2022-06-11,S
2071,AUDIVANIA,2022-06-11,S
2072,ELISANGELA,2022-06-11,S
2073,DHONE,2022-06-11,S
2074,MARLICE,2022-06-11,N
2075,MARCEO,2022-06-11,N
2076,DALINE,2022-06-11,N
2077,ZILNA,2022-06-11,N
2078,AURELITO,2022-06-11,N
2079,GRACIELI,2022-06-11,S
2080,LAURIANI,2022-06-11,N
2081,IVOMARA,2022-06-11,N
2082,ERICILDA,2022-06-11,S
2083,EURIPEDES,2022-06-11,S
2084,ERISDALVA,2022-06-11,S
2085,JONATAS,2022-06-11,N
2086,JOECI,2022-06-11,N
2087,ADELANE,2022-06-11,S
2088,VANDIR,2022-06-11,S
2089,GELSI,2022-06-11,N
2090,ELIENIO,2022-06-11,N
2091,ISAEL,2022-06-11,N
2092,DORIVANIA,2022-06-11,S
2093,WALDETE,2022-06-11,N
2094,JOSENICE,2022-06-11,N
2095,GEICIANE,2022-06-11,S
2096,JASIEL,2022-06-11,N
2097,ELIFLAVIA,2022-06-11,S
2098,GILIARDI,2022-06-11,N
2099,MAXSUEL,2022-06-11,N
2100,MIQUELI,2022-06-11,N
2101,KELEN,2022-06-11,S
2102,MARCIEL,2022-06-11,S
2103,RODRIAN,2022-06-11,N
2104,VANTUIL,2022-06-11,S
2105,CLEMILTON,2022-06-11,N
2106,UEDISON,2022-06-11,S
2107,ALEXIANA,2022-06-11,S
2108,SULAMARA,2022-06-11,N
2109,JAILAN,2022-06-11,N
2110,CLEONARIA,2022-06-11,S
2111,ZILDA,2022-06-11,S
2112,FREIDIANE,2022-06-11,N
2113,CIDICLEI,2022-06-11,S
2114,LUCIAN,2022-06-11,N
2115,KEMBERLY,2022-06-11,N
2116,GECILDA,2022-06-11,N
2117,GILDACI,2022-06-11,N
2118,ANA,2022-06-11,N
2119,ROVANI,2022-06-11,N
2120,EDNESIA,2022-06-11,S
2121,DANI,2022-06-11,S
2122,DILNEI,2022-06-11,N
2123,ELZI,2022-06-11,N
2124,ATICO,2022-06-11,N
2125,MILVA,2022-06-11,N
2126,OZIENE,2022-06-11,N
2127,ANTONILIO,2022-06-11,S
2128,DECIMAR,2022-06-11,S
2129,ESTENIA,2022-06-11,S
2130,MARCILANI,2022-06-11,N
2131,EDAVALDO,2022-06-11,S
2132,DEIDISON,2022-06-11,N
2133,RALISON,2022-06-11,S
2134,GILEANE,2022-06-11,S
2135,WISLLEN,2022-06-11,S
2136,OLNEI,2022-06-11,S
2137,GENISIA,2022-06-11,S
2138,AURICE,2022-06-11,S
2139,ROSALIA,2022-06-11,S
2140,TEOFILIO,2022-06-11,S
2141,NICACIO,2022-06-11,S
2142,KATLIN,2022-06-11,S
2143,TORQUARTO,2022-06-11,N
2144,ZINA,2022-06-11,S
2145,DIEISON,2022-06-11,S
2146,NAIMA,2022-06-11,S
2147,GERCILEI,2022-06-11,S
2148,LUCIANETE,2022-06-11,S
2149,DAVIDSON,2022-06-11,S
2150,VERCELI,2022-06-11,N
2151,SYBILLA,2022-06-11,N
2152,JADINEI,2022-06-11,S
2153,JUCIVALDO,2022-06-11,N
2154,JOSAFAT,2022-06-11,N
2155,SOLENI,2022-06-11,N
2156,LEOSMAR,2022-06-11,N
2157,LINDAMIRA,2022-06-11,S
2158,SILVANA,2022-06-11,S
2159,LUZELIA,2022-06-11,N
2160,ENELICE,2022-06-11,S
2161,CHAIANE,2022-06-11,S
2162,ARTEMIO,2022-06-11,N
2163,MARCIELLEN,2022-06-11,N
2164,ANICI,2022-06-11,N
2165,ADA,2022-06-11,N
2166,ABMAEL,2022-06-11,S
2167,JEOVACI,2022-06-11,N
2168,JULIANE,2022-06-11,N
2169,JOARLEN,2022-06-11,N
2170,ELIENI,2022-06-11,S
2171,DAMILO,2022-06-11,S
2172,ALDENIS,2022-06-11,S
2173,ALESSIO,2022-06-11,N
2174,ALANA,2022-06-11,N
2175,KAZUE,2022-06-11,N
2176,ELISVANIA,2022-06-11,N
2177,JARVIS,2022-06-11,N
2178,SANDRO,2022-06-11,N
2179,ATEMISA,2022-06-11,S
2180,MAGUIANE,2022-06-11,N
2181,GILSON,2022-06-11,S
2182,JOCEMARIA,2022-06-11,N
2183,CINDEL,2022-06-11,N
2184,ANABELI,2022-06-11,N
2185,CARMELITA,2022-06-11,N
2186,JOUBERT,2022-06-11,S
2187,CLEICA,2022-06-11,S
2188,GILSARA,2022-06-11,S
2189,OZELITA,2022-06-11,S
2190,CLEDISTON,2022-06-11,N
2191,ROSEJANE,2022-06-11,N
2192,ARIDEIA,2022-06-11,S
2193,ELIELSON,2022-06-11,N
2194,HARTWIG,2022-06-11,N
2195,VALDEMIRO,2022-06-11,S
2196,OLINDO,2022-06-11,N
2197,MICAEL,2022-06-11,N
2198,VALDOCIR,2022-06-11,S
2199,ANDERLEIA,2022-06-11,S
2200,ADILCE,2022-06-11,N
2201,RAFAELI,2022-06-11,N
2202,VANJA,2022-06-11,S
2203,KETHELLEN,2022-06-11,S
2204,KAZUE,2022-06-11,S
2205,LUZICLEIDE,2022-06-11,S
2206,GEROMILDO,2022-06-11,S
2207,CREONILDE,2022-06-11,S
2208,JANILSON,2022-06-11,N
2209,EMILY,2022-06-11,N
2210,LEILIVANIA,2022-06-11,S
2211,WAGLENE,2022-06-11,N
2212,EDANIR,2022-06-11,N
2213,ATEVIR,2022-06-11,S
2214,RUBNALDO,2022-06-11,S
2215,NICILENE,2022-06-11,N
2216,ELIELVES,2022-06-11,N
2217,JACICLEIDE,2022-06-11,S
2218,GABRIELA,2022-06-11,N
2219,JAIVAN,2022-06-11,S
2220,IRAN,2022-06-11,N
2221,SURIEL,2022-06-11,N
2222,ELISIA,2022-06-11,N
2223,RAIAME,2022-06-11,N
2224,ELIANE,2022-06-11,N
2225,HARVEY,2022-06-11,N
2226,GLEICINARA,2022-06-11,N
2227,VALTIM,2022-06-11,N
2228,ALTEMICIO,2022-06-11,S
2229,ROSINEUDO,2022-06-11,N
2230,ERVANDRO,2022-06-11,S
2231,IZELIA,2022-06-11,N
2232,KELLIANE,2022-06-11,N
2233,KELVE,2022-06-11,S
2234,ROSIERE,2022-06-11,N
2235,GISLAINE,2022-06-11,N
2236,ERLAN,2022-06-11,N
2237,RAI,2022-06-11,S
2238,EMILHA,2022-06-11,N
2239,LEZITA,2022-06-11,N
2240,ARLENA,2022-06-11,N
2241,ALANDERSON,2022-06-11,N
2242,TAYLOR,2022-06-11,N
2243,DIEINE,2022-06-11,S
2244,EVANDRO,2022-06-11,N
2245,LETUSA,2022-06-11,N
2246,CLEMILDE,2022-06-11,N
2247,DELI,2022-06-11,N
2248,ADECIR,2022-06-11,N
2249,ANDREON,2022-06-11,S
2250,PAULINETE,2022-06-11,N
2251,ALDENIA,2022-06-11,N
2252,MELQUE,2022-06-11,S
2253,UARLESON,2022-06-11,S
2254,JHEMILLY,2022-06-11,S
2255,JONANTAN,2022-06-11,S
2256,NAZIDIR,2022-06-11,N
2257,JAMISON,2022-06-11,N
2258,MUSTAFA,2022-06-11,N
2259,VALKER,2022-06-11,N
2260,RUBEM,2022-06-11,S
2261,GESIANE,2022-06-11,N
2262,FRANCIONEI,2022-06-11,S
2263,SANDRIA,2022-06-11,S
2264,TACIANA,2022-06-11,S
2265,NIZOMAR,2022-06-11,N
2266,JUNIOR,2022-06-11,N
2267,CESINANDO,2022-06-11,S
2268,GETULIO,2022-06-11,N
2269,CHAGAS,2022-06-11,N
2270,VERONICA,2022-06-11,S
2271,RILLARE,2022-06-11,S
2272,WERBSON,2022-06-11,S
2273,JOSELIA,2022-06-11,S
2274,MAELI,2022-06-11,S
2275,ELOI,2022-06-11,N
2276,ELIELMA,2022-06-11,N
2277,ENILZA,2022-06-11,S
2278,SUAMI,2022-06-11,N
2279,EDINILSON,2022-06-11,S
2280,GLAZIELE,2022-06-11,S
2281,CRISTIAO,2022-06-11,S
2282,CARLEANI,2022-06-11,N
2283,CONSUELI,2022-06-11,N
2284,ROSAIRES,2022-06-11,S
2285,VILLI,2022-06-11,N
2286,GLICIA,2022-06-11,N
2287,JUVALDIR,2022-06-11,N
2288,DAMASO,2022-06-11,N
2289,MILIANE,2022-06-11,N
2290,CLAUDENILDA,2022-06-11,S
2291,JEFITER,2022-06-11,S
2292,ADAGILSO,2022-06-11,S
2293,EROS,2022-06-11,N
2294,LEOMACIO,2022-06-11,N
2295,MARIANILZA,2022-06-11,S
2296,DELISE,2022-06-11,N
2297,ENES,2022-06-11,S
2298,PRISCILA,2022-06-11,S
2299,JOKEBEDE,2022-06-11,S
2300,MENELIO,2022-06-11,N
2301,PURA,2022-06-11,N
2302,GEROLINO,2022-06-11,N
2303,NALIN,2022-06-11,S
2304,SUELI,2022-06-11,N
2305,CHALENE,2022-06-11,N
2306,JOSEDALIA,2022-06-11,S
2307,ARABEL,2022-06-11,S
2308,JARLIELSON,2022-06-11,N
2309,JESSENILDO,2022-06-11,S
2310,SALVIANO,2022-06-11,N
2311,MAMED,2022-06-11,S
2312,RAABE,2022-06-11,N
